"mode" "length" "c.5.00615819078269..6.16808817680448..4.57830523871653..4.65391904434389.." "c.5.51725459913165..6.06220583357627..4.8310091212728..4.62281050762274.." "c.4.46768838367256..2.56155614041724..5.08648193311617..5.95935503022128.." "c.6.41942343614461..6.71866995834669..3.59158486791562..5.33934258468767.." "c.5.96537236238679..3.50643907217357..3.73140209635652..4.20562944796686.." "c.6.65688102639637..6.41265245336556..4.88045122720294..3.53406131558044.." "c.4.33122834519284..5.95912010374925..6.05648523212081..3.95085680714422.." "c.5.24615000297844..4.97903366054898..6.03945413533223..7.64377823056512.." "c.5.21915320902944..5.7598291398809..5.68051215113618..4.12483885624014.." "c.6.87666088209856..4.74811387905966..5.1711920167075..5.76207929032593.." "c.7.16947770067291..2.99369812989324..5.39664522095677..3.60356960768523.." "c.5.55014362816905..6.51722811475811..6.55939467012841..5.8278158497215.." "c.5.35523852884947..4.36743255988374..2.86282026780292..5.20661624289091.." "c.3.83980200814502..4.21817540625068..5.83826255960958..4.77804787372365.." "c.6.1948472028691..3.62031854109871..4.3574611884101..3.67603020983396.." "c.6.24188937926986..5.20954756874418..3.59293761414809..7.37483920414993.." "c.4.73651243664643..4.98733948714824..6.56100279832613..5.29226733208525.." "c.4.12939668662904..4.357505239317..5.77473071278153..5.76665762518593.." "c.4.49506554952481..5.85104637782659..6.18853587386772..3.57987874315681.." "c.4.89357828571799..5.14206307605577..5.04066102516155..4.44879542481376.." "c.4.83364423286567..3.73867510475022..3.49162356238803..4.37850791723525.." "c.6.53665045272163..4.91542742086646..7.24115958517965..6.78253953720537.." "c.5.40976645492287..6.57688458774408..3.9752302060955..4.35284352472082.." "c.6.85435427601865..6.3370297612927..4.84974233120189..4.14871471791902.." "c.6.12549810220442..4.92901792750183..4.05079243506677..4.39302105369173.." "c.4.8039209048116..5.45884853095523..5.73528765257066..8.52745032938204.." "c.4.38361254004628..6.39125372665712..7.29669054110479..5.99474490527532.." "c.4.90135731306941..4.82825083548223..6.49574172573589..5.9696038821252.." "c.4.80806369998431..5.12068753988221..4.37854732844506..5.00787461748084.." "c.4.70476350938724..5.48514627960404..5.68110318693067..7.12553255676066.." "c.4.05733700684725..4.40597410133092..4.27198905997184..4.62688646692829.." "c.3.89371741999241..5.10345805976896..5.06378116417022..5.88526367316146.." "c.3.85623866653702..6.06314357588205..6.3333468303962..5.06066363954839.." "c.4.93319732304958..6.79316300580999..5.19371929792632..5.91169530602562.." "c.5.25203181930886..4.24386658834281..7.34369465298987..5.00917368408814.." "c.4.64334453267594..6.32210742724097..4.95355103550814..5.82972191478491.." "c.3.97137275046885..5.70161110455866..6.1687611075439..6.43858241998144.." "c.6.03201470703751..4.53263184909505..3.21597389446683..6.39804739037922.." "c.6.42763504319936..3.84446208137461..5.30277933945654..4.6942025805888.." "c.4.47768752652053..5.1268310338204..5.93469349035582..5.49961349023478.." "c.3.64905207026989..5.42251276896613..5.40068544674053..5.17274311367068.." "c.3.32188974967356..5.91046723582929..4.44952420892693..5.29433004641854.." "c.5.87568422143011..4.7834274412664..2.93259953568847..4.94938738103083.." "c.7.49666871410656..6.39116233125583..5.20981992082334..5.12809251712442.." "c.5.46678697088734..3.16716885820765..5.9055495013962..5.45631215489391.." "c.5.93018073813483..5.20086357584923..4.19591476518419..5.07264485628667.." "c.6.20043443169363..4.86754661011927..6.23289448911271..5.81590198105057.." "c.4.30908070102274..5.28000158529679..7.48264790730089..6.9385095728033.."
"1" 4.46253257120017 5.20274763689802 5.00615819078269 5.51725459913165 4.46768838367256 6.41942343614461 5.96537236238679 6.65688102639637 4.33122834519284 5.24615000297844 5.21915320902944 6.87666088209856 7.16947770067291 5.55014362816905 5.35523852884947 3.83980200814502 6.1948472028691 6.24188937926986 4.73651243664643 4.12939668662904 4.49506554952481 4.89357828571799 4.83364423286567 6.53665045272163 5.40976645492287 6.85435427601865 6.12549810220442 4.8039209048116 4.38361254004628 4.90135731306941 4.80806369998431 4.70476350938724 4.05733700684725 3.89371741999241 3.85623866653702 4.93319732304958 5.25203181930886 4.64334453267594 3.97137275046885 6.03201470703751 6.42763504319936 4.47768752652053 3.64905207026989 3.32188974967356 5.87568422143011 7.49666871410656 5.46678697088734 5.93018073813483 6.20043443169363 4.30908070102274
"2" 4.96562258507992 6.27198663307624 6.16808817680448 6.06220583357627 2.56155614041724 6.71866995834669 3.50643907217357 6.41265245336556 5.95912010374925 4.97903366054898 5.7598291398809 4.74811387905966 2.99369812989324 6.51722811475811 4.36743255988374 4.21817540625068 3.62031854109871 5.20954756874418 4.98733948714824 4.357505239317 5.85104637782659 5.14206307605577 3.73867510475022 4.91542742086646 6.57688458774408 6.3370297612927 4.92901792750183 5.45884853095523 6.39125372665712 4.82825083548223 5.12068753988221 5.48514627960404 4.40597410133092 5.10345805976896 6.06314357588205 6.79316300580999 4.24386658834281 6.32210742724097 5.70161110455866 4.53263184909505 3.84446208137461 5.1268310338204 5.42251276896613 5.91046723582929 4.7834274412664 6.39116233125583 3.16716885820765 5.20086357584923 4.86754661011927 5.28000158529679
"3" 6.09528228095922 4.96492240021678 4.57830523871653 4.8310091212728 5.08648193311617 3.59158486791562 3.73140209635652 4.88045122720294 6.05648523212081 6.03945413533223 5.68051215113618 5.1711920167075 5.39664522095677 6.55939467012841 2.86282026780292 5.83826255960958 4.3574611884101 3.59293761414809 6.56100279832613 5.77473071278153 6.18853587386772 5.04066102516155 3.49162356238803 7.24115958517965 3.9752302060955 4.84974233120189 4.05079243506677 5.73528765257066 7.29669054110479 6.49574172573589 4.37854732844506 5.68110318693067 4.27198905997184 5.06378116417022 6.3333468303962 5.19371929792632 7.34369465298987 4.95355103550814 6.1687611075439 3.21597389446683 5.30277933945654 5.93469349035582 5.40068544674053 4.44952420892693 2.93259953568847 5.20981992082334 5.9055495013962 4.19591476518419 6.23289448911271 7.48264790730089
"4" 7.00340956630691 6.05757859534848 4.65391904434389 4.62281050762274 5.95935503022128 5.33934258468767 4.20562944796686 3.53406131558044 3.95085680714422 7.64377823056512 4.12483885624014 5.76207929032593 3.60356960768523 5.8278158497215 5.20661624289091 4.77804787372365 3.67603020983396 7.37483920414993 5.29226733208525 5.76665762518593 3.57987874315681 4.44879542481376 4.37850791723525 6.78253953720537 4.35284352472082 4.14871471791902 4.39302105369173 8.52745032938204 5.99474490527532 5.9696038821252 5.00787461748084 7.12553255676066 4.62688646692829 5.88526367316146 5.06066363954839 5.91169530602562 5.00917368408814 5.82972191478491 6.43858241998144 6.39804739037922 4.6942025805888 5.49961349023478 5.17274311367068 5.29433004641854 4.94938738103083 5.12809251712442 5.45631215489391 5.07264485628667 5.81590198105057 6.9385095728033
"5" 5.77955415232608 8.36548224220238 5.14925754615732 2.94042270891375 5.48455103514013 3.03652104991741 4.74291260954028 5.50556428292013 5.7478942146068 4.60218083476271 4.75129068423946 5.01590847264054 4.54738822022175 4.4933254849625 4.46531155608584 5.27699302773363 4.20569112849882 6.52121206470794 5.1189092543358 2.48525219946581 5.23568414744683 4.8361202016586 6.85480983263137 6.06010266247843 6.9528419316078 5.00960551213074 3.89173299368608 4.10686780360646 4.35981019994431 5.84241496104649 3.6424565397017 5.71121030040108 4.73402754109493 5.57644550952703 5.53756042823112 5.74156243766837 5.88135949123882 7.30160341553455 4.87538475195313 7.42972933145127 5.1234997890022 4.50505401418749 4.26565166104029 6.06651925118044 5.29512897231776 5.68960625730253 4.19613479819787 5.50780477895543 4.61021477045069 5.14799688859634
"6" 5.71471802878978 6.21429972820238 5.94685638780816 5.91540495112109 5.17145415130436 5.06627009188992 4.41529225122764 5.18265922074296 4.79026224370846 4.30054332899999 4.82932095307334 4.96061685502258 5.21291597274775 4.81572093895807 5.18961351291091 6.27020726555761 5.15279486407077 4.82200063441665 5.5912111106699 4.59113385391814 4.18746118601352 5.85537956944755 5.51021877144442 3.83177451065101 3.5045093826563 5.27082880086869 2.67430156396968 5.32334736546384 6.48794684551959 5.62212757610695 5.77703299854084 3.76277840604155 4.99501337067345 5.35589450526826 6.07566834063176 4.41710638380733 5.36123121112003 4.68263127299541 5.18372912050604 6.64974756882461 4.01132192782877 4.80563295150781 5.65893211188612 4.71593699973005 5.91159017455502 4.7649181055398 4.78564720540086 5.15625277896594 3.08840352959513 6.77018101985593
"7" 5.02806165218403 5.16880989929235 5.27714375039862 6.47693407813298 5.41226188910144 5.54321393913379 4.55023937825096 7.01381771356627 6.91198078483418 4.91184066542392 6.11814493479057 3.8682445744257 5.33090995104944 5.3346235113422 5.08839448065113 4.80599368223411 4.35411673529753 4.72359364190635 4.06847115876479 5.25329285386954 5.72538125664111 6.08206860375553 4.42764136247118 4.2353824209727 5.13609547243099 6.68584691347483 2.84703195068397 4.2885386674033 5.22281177321048 5.271982341315 5.27265936494401 4.80235625587565 3.22665998148747 5.0016964322916 3.87294630773771 5.50112525537221 7.01397831209015 6.22513441089493 6.2845112349558 6.59216229073882 6.03521019086205 5.63223142508927 5.72226239307192 4.94692434542506 4.18227090439237 4.00955963737669 5.09483672272629 5.78453990571738 3.49667594645764 3.75211072142738
"8" 5.62684401915578 6.8211545132478 4.70670768991388 4.4247060196569 4.56162676692377 6.08360682413661 5.26344725455817 5.13444744407384 4.50631331397207 4.40060489164189 4.61007751388842 4.27253727027925 5.88969831243436 3.53265369258365 4.00431144774277 4.70336391572233 5.9373305086598 3.866550603111 5.43792791459143 3.60890176794275 3.00876105748279 4.9595841556123 5.41349595838295 4.189122558028 5.49939987856997 6.01565557747871 6.4048887625116 5.74317242212568 5.72924563906046 5.48298643194273 4.76206257275902 4.77082217777381 4.53383829050486 6.61640893871374 5.66277219159806 5.8426625017628 5.38251298811177 6.18143817801962 4.49886475743172 5.36354588032243 5.65396849632192 6.12933692018197 5.93546682538379 5.13254643615977 5.39368921995825 5.56460823293907 4.30574727230186 4.67319960462924 3.79873983690233 6.14275798836346
"9" 3.29194631528416 3.62563645242166 6.6127722475942 7.31652239827428 6.83179270856752 5.87771884612144 4.55512994655821 7.23308588333263 4.99929163091246 4.51707686060721 5.39914927866991 4.25541262795195 7.97701001364443 3.84045520621318 4.07067193314282 4.61825805266524 2.97106337109382 4.65519714223341 5.27939134977094 2.53901389860362 5.08735431568419 4.72326009631694 4.82563267445622 4.67867685412732 5.34162589040654 6.20850159663287 5.28389857986901 4.56424416191915 7.25401842798493 4.34609696734337 3.7772840501658 6.2695283697788 5.85260720259952 5.03249976544636 5.18434949955098 4.57699237928861 5.88678543523095 4.98532444874556 3.28064080423122 5.18296569957425 5.48626996532074 4.64615417375256 5.09086528473829 6.33639032838635 5.19047194771608 6.21867772713944 6.98109148442809 4.55709989007226 5.45267514304722 4.95894448399035
"10" 4.25452680120656 5.01038369711069 5.89312478087656 5.53360446281517 3.44364662186815 4.90161415001922 6.38376722420422 4.00554191044789 5.00702962575459 3.73039778690701 5.42561243818114 5.09363633060556 6.10889154436165 3.95333270278982 7.18424009537291 5.32961490682321 4.83082477041229 6.97589924335741 4.01406660355519 4.25250072351972 4.50364314688406 5.61740641296998 7.22168408648291 3.50506528950555 5.64747706040434 4.9438650518737 5.366676472155 4.08543674291968 3.61516450953095 5.41162236416408 3.99611636669263 4.7878164214639 5.15859728609451 4.2428781156101 5.00210689588629 4.16070221436222 6.2059445950837 5.69489212998048 4.49290776588955 4.4535800646445 7.34725038453379 6.90381273025274 5.69526465427245 6.15914353611911 5.92240265503675 5.94358245087756 4.38275387422759 4.75014377520126 4.2802211647754 5.81629151596838
