"mode" "length" "c.6.5107221112389..8.39478076182223..6.97022994126747..5.18615531654231.." "c.6.55908244811077..6.61021084861598..7.38191823242094..6.99581872219647.." "c.4.44295213010708..7.08344395895588..5.10091517469158..6.19842298950781.." "c.6.19053715423976..6.49360426573021..7.97782041404076..5.03795963318264.." "c.5.77610179216054..6.82442721869775..6.32883580985291..6.19635150730995.." "c.7.03199287511933..6.00424010120637..4.38748561641799..5.33626887750962.." "c.7.46745636164488..6.29652273741101..4.94404288783121..5.98347483425091.." "c.6.77975252568194..6.01126488472049..7.21144290174155..6.72217014943043.." "c.6.71614809186822..6.11793654372074..5.78592719931551..6.98457368000957.." "c.5.13140998873631..5.46502302816884..6.59005624063508..7.97543548292088.." "c.6.12885394927337..6.41448822311642..6.49199000797559..6.45080765857741.." "c.4.77099147671803..5.39603623195342..5.16594410014154..7.5558022407875.." "c.6.20388237126038..4.05415632092355..4.49199153494941..5.2748711914421.." "c.4.70685055394902..5.96256931978323..5.90021252385552..6.02993432245318.." "c.5.03512626490605..6.70161765008178..4.56721126286736..6.48761163265472.." "c.7.0779012271515..4.99896441841011..7.2226394223726..5.64358389882426.." "c.6.36687139583357..4.80534581225299..7.15664940113699..4.74225210283405.." "c.5.06614304402355..5.09207795872786..5.39039863341887..6.61648086591223.." "c.4.88298282852526..4.91920525956788..4.91212780695133..4.69200863670532.." "c.5.1229981944464..6.5402340131258..6.05886611437273..5.69247885043171.." "c.6.01893210674608..7.71001989129328..5.42404391944642..8.86259892052152.." "c.4.26267677120722..6.01514511282855..4.3539428388583..6.0166583479533.." "c.7.10136146180453..6.03868520576086..6.44164941524123..5.45774173767539.." "c.6.03650693487496..4.86737142859162..4.56574194795166..6.12623659354641.." "c.4.62255071136752..5.88269340648696..5.34042327646265..5.571764173021.." "c.6.8333539824069..8.37554598090529..6.67145376160336..6.59852861699798.." "c.4.19467441051263..5.1830849454765..4.84628544814026..5.38913020318971.." "c.6.68860005467686..6.0054501196433..5.46796835409812..6.28907716951907.." "c.4.90934812646426..6.14079283282647..4.60938848606541..7.00129346389541.." "c.6.05655208422126..5.30084644854053..6.33283957195163..5.39850789720606.." "c.6.31123696765675..6.7168761137616..6.51557433160806..7.33374620208725.." "c.6.2235614625699..6.15546665285024..6.9835303047204..5.51656152812597.." "c.7.83440484117352..5.86662619030023..6.30994535146293..6.27058119412562.." "c.6.80398490184154..5.97818616279263..6.27569350991947..5.16827484173985.." "c.4.6139026518045..6.78186006593531..6.58149337366379..7.23033786681716.." "c.6.85100047299867..6.02420415919541..4.97500948849296..6.48341895767272.." "c.6.0929726708043..5.75971951699164..7.62357214101238..5.53049291386516.." "c.5.3274783104073..7.14576403142955..5.02942246386779..5.97550882704334.." "c.7.596953239298..5.4250495607523..8.03411047144718..6.54112871219277.." "c.6.80094511915128..5.74154836488629..4.77925814023592..5.86297673971783.." "c.4.60706218530158..7.18323914311178..5.34406230245387..5.63313382320355.." "c.7.41139427613545..7.77678943515509..6.4483792364155..5.96473541970924.." "c.4.452992507757..5.4338568376017..7.53771420746662..5.49356276559663.." "c.6.90535516041772..5.60960590307464..6.8889152723938..5.82624249574086.." "c.5.19677142632634..6.968664989523..6.77141128936542..6.25612869336752.." "c.6.46446809441295..5.12894822371344..6.49233486472199..5.8200479856817.." "c.5.00913942737865..6.46267031250875..3.86856729149836..7.42046567476935.." "c.6.46364560636929..5.16141053986938..7.05442616897352..5.2353577545894.."
"1" 5.91669086416812 7.97181965436931 6.5107221112389 6.55908244811077 4.44295213010708 6.19053715423976 5.77610179216054 7.03199287511933 7.46745636164488 6.77975252568194 6.71614809186822 5.13140998873631 6.12885394927337 4.77099147671803 6.20388237126038 4.70685055394902 5.03512626490605 7.0779012271515 6.36687139583357 5.06614304402355 4.88298282852526 5.1229981944464 6.01893210674608 4.26267677120722 7.10136146180453 6.03650693487496 4.62255071136752 6.8333539824069 4.19467441051263 6.68860005467686 4.90934812646426 6.05655208422126 6.31123696765675 6.2235614625699 7.83440484117352 6.80398490184154 4.6139026518045 6.85100047299867 6.0929726708043 5.3274783104073 7.596953239298 6.80094511915128 4.60706218530158 7.41139427613545 4.452992507757 6.90535516041772 5.19677142632634 6.46446809441295 5.00913942737865 6.46364560636929
"2" 7.65167084584139 6.35510978869779 8.39478076182223 6.61021084861598 7.08344395895588 6.49360426573021 6.82442721869775 6.00424010120637 6.29652273741101 6.01126488472049 6.11793654372074 5.46502302816884 6.41448822311642 5.39603623195342 4.05415632092355 5.96256931978323 6.70161765008178 4.99896441841011 4.80534581225299 5.09207795872786 4.91920525956788 6.5402340131258 7.71001989129328 6.01514511282855 6.03868520576086 4.86737142859162 5.88269340648696 8.37554598090529 5.1830849454765 6.0054501196433 6.14079283282647 5.30084644854053 6.7168761137616 6.15546665285024 5.86662619030023 5.97818616279263 6.78186006593531 6.02420415919541 5.75971951699164 7.14576403142955 5.4250495607523 5.74154836488629 7.18323914311178 7.77678943515509 5.4338568376017 5.60960590307464 6.968664989523 5.12894822371344 6.46267031250875 5.16141053986938
"3" 6.92949959520144 7.14513297162809 6.97022994126747 7.38191823242094 5.10091517469158 7.97782041404076 6.32883580985291 4.38748561641799 4.94404288783121 7.21144290174155 5.78592719931551 6.59005624063508 6.49199000797559 5.16594410014154 4.49199153494941 5.90021252385552 4.56721126286736 7.2226394223726 7.15664940113699 5.39039863341887 4.91212780695133 6.05886611437273 5.42404391944642 4.3539428388583 6.44164941524123 4.56574194795166 5.34042327646265 6.67145376160336 4.84628544814026 5.46796835409812 4.60938848606541 6.33283957195163 6.51557433160806 6.9835303047204 6.30994535146293 6.27569350991947 6.58149337366379 4.97500948849296 7.62357214101238 5.02942246386779 8.03411047144718 4.77925814023592 5.34406230245387 6.4483792364155 7.53771420746662 6.8889152723938 6.77141128936542 6.49233486472199 3.86856729149836 7.05442616897352
"4" 6.23351110113613 5.08109342815078 5.18615531654231 6.99581872219647 6.19842298950781 5.03795963318264 6.19635150730995 5.33626887750962 5.98347483425091 6.72217014943043 6.98457368000957 7.97543548292088 6.45080765857741 7.5558022407875 5.2748711914421 6.02993432245318 6.48761163265472 5.64358389882426 4.74225210283405 6.61648086591223 4.69200863670532 5.69247885043171 8.86259892052152 6.0166583479533 5.45774173767539 6.12623659354641 5.571764173021 6.59852861699798 5.38913020318971 6.28907716951907 7.00129346389541 5.39850789720606 7.33374620208725 5.51656152812597 6.27058119412562 5.16827484173985 7.23033786681716 6.48341895767272 5.53049291386516 5.97550882704334 6.54112871219277 5.86297673971783 5.63313382320355 5.96473541970924 5.49356276559663 5.82624249574086 6.25612869336752 5.8200479856817 7.42046567476935 5.2353577545894
"5" 6.32123622643473 5.66570677080475 5.11476740895052 5.50176003960877 6.12155122176181 4.63115901895641 5.90782405701257 4.97795673054879 6.27609079198816 5.53318255754535 6.07533853205638 7.07493582048409 5.41526601687334 4.04586695330388 6.41399121596385 4.98561718313647 6.25177309953176 6.92746257511405 6.22733212737902 6.68400807218387 5.50158938614062 5.8207093159476 3.66744607071618 5.60963520123431 6.50568962642892 5.30776115438747 4.89658373243281 6.55415185873575 8.44826200106468 6.80304923735522 5.17030339705214 4.42591277366391 4.41604450171838 6.81114660582621 5.19569809162554 5.29537970331176 6.60429569125452 6.00510841638687 5.46956153454606 3.94261584643521 5.80927107559892 7.0660226351538 5.89432876266738 4.38198771309497 6.14816881140032 6.2222337262613 5.52185486369771 6.22180899277872 6.06940171686416 6.95756586802822
"6" 7.16544209241153 7.85456586896249 5.05564100148752 6.98138974405503 6.9275991843437 8.17997607310852 6.97325328304842 5.90096512047334 6.9744334018984 5.0862216583539 7.90193630039977 5.44885252671425 5.49743873189265 6.58951881502573 7.02312555543911 6.04165891606534 6.38685528568324 5.2356212368344 6.76730404561493 9.09220408706483 5.90291263152632 6.55031096677326 7.59509551519486 5.64219743403468 5.28579146694549 6.04623795639253 4.54045037429033 6.08937069664682 5.83698557873623 5.94496664852579 7.07837966489962 4.00527837732642 5.98112416562303 6.51636236312105 6.00154437370065 4.69561020668735 6.41622003397096 9.02646526584932 6.08963775372433 6.42174551621323 5.61925999059907 6.96203503704528 6.41761794679403 6.70515994451787 6.72845663327972 7.89530871306058 7.97344598199602 8.27312828819599 5.97648647264523 6.40014320424922
"7" 7.97619991743447 5.90079633044202 7.10745704993144 6.38589474834215 6.55855592622946 7.55861124259258 6.53474931749785 6.58920342126155 6.25329401679646 7.43329592725114 5.75243539425384 7.51299521784709 6.61887123385942 4.96252067375777 7.05922298590715 7.13842842474719 7.65246135032493 7.894273587408 5.7901891199415 6.75061883195544 5.51228343327774 4.00258323741636 6.34636506645802 6.64280293074468 6.48487224518204 5.66605931792128 5.42935289001891 6.40884954203071 7.97865551178155 5.53017359101539 4.76299928644289 4.71182956510498 5.77859880505031 5.94627320308739 4.38778933938474 6.76993935623481 6.16995929037202 6.77113437183485 6.72638306482873 8.07809926737497 5.96005465718304 6.99397897202867 3.89440443331659 5.24782161775541 6.61714266177432 5.19963843522688 5.19403654530356 4.45833421568885 6.08851037233605 3.69472588171312
"8" 7.25149962425061 6.31856983825806 5.54639312057788 5.48000193385393 4.66842885648668 5.18873380863168 7.11381602153314 5.99201647550382 6.0940833704679 5.18973139923291 7.27953750202343 5.64878428748495 4.55265002042216 7.15122962185048 5.36031471309864 5.20816294897272 6.13809953729317 6.06599207238133 3.95356187668575 6.9497635978714 6.7086058090451 8.01224985244335 6.20725590146769 3.88570268395178 5.55010528831416 7.26184538887939 6.94157193418546 5.25400388564454 5.41875580143833 7.26516082298174 6.39794509564201 6.63618815271021 5.96473703352444 7.99794752263453 7.40833526763894 5.35228708483818 5.92745313446081 5.83098112962759 5.56124904538005 6.44058854308988 6.95468587163198 6.59959835055291 8.33682871299893 5.53195363069287 5.61346867036869 5.30251949147002 5.7467611427327 5.80421914602238 6.10416801157524 7.25796603938688
"9" 5.02674198947484 6.08994247193449 7.10037486439625 3.8732441350114 6.69809009893221 6.19288085214098 6.97805104919025 4.99694689288367 6.16955263482084 6.39382190550696 6.47734585488295 6.65871046602797 6.0885022471182 8.26498814068926 4.5256656809777 4.52301636642058 7.82688143271406 5.25108685352022 6.5052504736868 5.88514704935294 4.31685872876849 7.92437193717748 6.60256416231819 5.50324096144441 5.84357990595989 7.01114689089107 3.16401375321789 5.38300667080761 6.81989765691512 4.54001173537734 6.93050248853133 5.02464280178977 5.13231193543154 6.3882691189712 6.55229790174144 5.01692888522841 6.68259106983983 6.02610954794558 4.93363355571056 7.14502946364792 5.27504686193805 5.56187317572143 6.92443100608651 5.48061937158371 6.66988646154975 7.32860157257396 3.99921181193472 4.85622060563169 7.53726192070683 3.94754993184779
"10" 4.56771618263908 6.38749692049783 4.66524028754934 7.79528114578392 5.08350116742408 5.08764120039804 4.79289009524339 6.28920255319666 4.9456110460129 6.97753612120653 4.31208860663877 4.96736449304901 7.02585913110141 5.71141493371698 5.28377445023447 5.71463822333889 7.17615200027693 6.28353497156112 7.83400607272553 6.61600056221869 7.59421620639982 5.45267512216569 6.80591911006052 7.10625261828722 6.38175664439202 5.29268143101268 5.09707831348895 3.94839444401486 7.3453976493451 3.42636395737648 4.03747699263797 7.50888583235298 4.52987932574489 5.66005945011601 6.0827938069833 4.61124338385519 5.5544078260147 6.61928508751644 6.57812379868063 6.97766822291635 4.92279954289722 4.10045998581057 6.13241578516763 6.32324987953844 7.38787147087715 7.45672365315223 5.56468559155623 5.65408842390886 9.27858406998677 6.93805374826394
